station_id,name,owner,deployment_notes,has_realtime2,has_fiveday2,no_recent_data,preferred_data_source
FARP2,"Station FARP2  - Faraulep, Carolines Island","National Data Buoy Center
C-MAN Station
DACT payload
8.583 N 144.583 E (8°35'0"" N 144°35'0"" E)","Owned and maintained by National Data Buoy Center
C-MAN Station
DACT payload
8.583 N 144.583 E (8°35'0"" N 144°35'0"" E)",False,False,True,none
FBIS1,"Station FBIS1  - Folly Island, SC","National Data Buoy Center
C-MAN Station
MARS payload
32.685 N 79.888 W (32°41'6"" N 79°53'18"" W)

Site elevation: 3 m above mean sea level
Air temp height: 6.7 m above site elevation
Anemometer height: 9.8 m above site elevation
Barometer elevation: 4.6 m above mean sea level","Owned and maintained by National Data Buoy Center
C-MAN Station
MARS payload
32.685 N 79.888 W (32°41'6"" N 79°53'18"" W)

Site elevation: 3 m above mean sea level
Air temp height: 6.7 m above site elevation
Anemometer height: 9.8 m above site elevation
Barometer elevation: 4.6 m above mean sea level",False,False,True,none
FBPS1,"Station FBPS1  - Folly Beach Pier, SC",Unknown,No deployment notes found,False,False,True,none
FCGT2,"Station FCGT2  - 8772447 - USCG Freeport, TX","NOAA's National Ocean Service
Water Level Observation Network
28.943 N 95.302 W (28°56'36"" N 95°18'9"" W)

Site elevation: 3.2 m above mean sea level
Air temp height: 4.3 m above site elevation
Anemometer height: 8 m above site elevation
Barometer elevation: 5.5 m above mean sea level
Sea temp depth: 4.6 m below MLLW","Owned and maintained by NOAA's National Ocean Service
Water Level Observation Network
28.943 N 95.302 W (28°56'36"" N 95°18'9"" W)

Site elevation: 3.2 m above mean sea level
Air temp height: 4.3 m above site elevation
Anemometer height: 8 m above site elevation
Barometer elevation: 5.5 m above mean sea level
Sea temp depth: 4.6 m below MLLW",False,False,True,none
FFFC1,"Station FFFC1  - First Mallard, San Francisco Bay Reserve, CA","National Estuarine Research Reserve System
NERRS Water Quality Station
38.195 N 122.033 W (38°11'42"" N 122°1'58"" W)","Owned and maintained by National Estuarine Research Reserve System
NERRS Water Quality Station
38.195 N 122.033 W (38°11'42"" N 122°1'58"" W)",False,False,False,none
FFIA2,"Station FFIA2  - Five Fingers, AK","National Data Buoy Center
C-MAN Station
Sutron XPERT payload
57.270 N 133.631 W (57°16'13"" N 133°37'53"" W)

Site elevation: 6.7 m above mean sea level
Air temp height: 4.3 m above site elevation
Anemometer height: 22 m above site elevation
Barometer elevation: 21.3 m above mean sea level","Owned and maintained by National Data Buoy Center
C-MAN Station
Sutron XPERT payload
57.270 N 133.631 W (57°16'13"" N 133°37'53"" W)

Site elevation: 6.7 m above mean sea level
Air temp height: 4.3 m above site elevation
Anemometer height: 22 m above site elevation
Barometer elevation: 21.3 m above mean sea level",True,True,False,realtime2
FGBL1,Station FGBL1  - High Island 334,Unknown,No deployment notes found,False,False,True,none
FHPF1,"Station FHPF1  - FHP - Fred Howard Park, FL","COMPS (University of South Florida)
Shorebased Tower
28.153 N 82.801 W (28°9'11"" N 82°48'4"" W)

Site elevation: sea level
Air temp height: 5.4 m above site elevation
Anemometer height: 9.4 m above site elevation
Barometer elevation: 5.3 m above mean sea level
Sea temp depth: 0.6 m below MLLW","Owned and maintained by COMPS (University of South Florida)
Shorebased Tower
28.153 N 82.801 W (28°9'11"" N 82°48'4"" W)

Site elevation: sea level
Air temp height: 5.4 m above site elevation
Anemometer height: 9.4 m above site elevation
Barometer elevation: 5.3 m above mean sea level
Sea temp depth: 0.6 m below MLLW",False,False,True,none
FILA2,"Station FILA2  - Flat Island Light, AK","National Data Buoy Center
C-MAN Station
ARES payload
59.331 N 151.995 W (59°19'52"" N 151°59'42"" W)

Site elevation: 17.9 m above mean sea level
Air temp height: 15.7 m above site elevation
Anemometer height: 15.7 m above site elevation
Barometer elevation: 19.9 m above mean sea level","Owned and maintained by National Data Buoy Center
C-MAN Station
ARES payload
59.331 N 151.995 W (59°19'52"" N 151°59'42"" W)

Site elevation: 17.9 m above mean sea level
Air temp height: 15.7 m above site elevation
Anemometer height: 15.7 m above site elevation
Barometer elevation: 19.9 m above mean sea level",True,True,False,realtime2
FLQN6,"Station FLQN6  - Ferry Landing, Hudson River Reserve, NY","National Estuarine Research Reserve System
Water Quality Station
42.354 N 73.789 W (42°21'14"" N 73°47'21"" W)","Owned and maintained by National Estuarine Research Reserve System
Water Quality Station
42.354 N 73.789 W (42°21'14"" N 73°47'21"" W)",False,False,True,none
FMNS1,"Station FMNS1  - Fort Johnson, ACE Basin Reserve, SC","National Estuarine Research Reserve System
Water Quality Station
32.753 N 79.899 W (32°45'12"" N 79°53'56"" W)","Owned and maintained by National Estuarine Research Reserve System
Water Quality Station
32.753 N 79.899 W (32°45'12"" N 79°53'56"" W)",False,False,False,none
FMOA1,"Station FMOA1  - 8734673 - Fort Morgan, AL","NOAA's National Ocean Service Physical Oceanographic Real Time System Program (PORTS®)
Water Level Observation Network
30.228 N 88.024 W (30°13'42"" N 88°1'27"" W)

Site elevation: 2 m above mean sea level
Air temp height: 17.5 m above site elevation
Anemometer height: 36.2 m above site elevation
Barometer elevation: 31 m above mean sea level","Owned and maintained by NOAA's National Ocean Service Physical Oceanographic Real Time System Program (PORTS®)
Water Level Observation Network
30.228 N 88.024 W (30°13'42"" N 88°1'27"" W)

Site elevation: 2 m above mean sea level
Air temp height: 17.5 m above site elevation
Anemometer height: 36.2 m above site elevation
Barometer elevation: 31 m above mean sea level",False,False,True,none
FMRF1,"Station FMRF1  - 8725520 - Fort Myers, FL","NOAA's National Ocean Service
Water Level Observation Network
26.647 N 81.871 W (26°38'50"" N 81°52'15"" W)

Site elevation: 1.4 m above mean sea level
Air temp height: 3.3 m above site elevation
Anemometer height: 6.9 m above site elevation
Barometer elevation: 0.6 m above mean sea level
Sea temp depth: 1 m below MLLW","Owned and maintained by NOAA's National Ocean Service
Water Level Observation Network
26.647 N 81.871 W (26°38'50"" N 81°52'15"" W)

Site elevation: 1.4 m above mean sea level
Air temp height: 3.3 m above site elevation
Anemometer height: 6.9 m above site elevation
Barometer elevation: 0.6 m above mean sea level
Sea temp depth: 1 m below MLLW",True,True,False,realtime2
FOXR1,"Station FOXR1  - 8454000 - Providence, RI","NOAA's National Ocean Service
Water Level Observation Network
41.807 N 71.401 W (41°48'25"" N 71°24'2"" W)

Site elevation: 2.7 m above mean sea level
Air temp height: 3.2 m above site elevation
Anemometer height: 18.2 m above site elevation
Barometer elevation: 4.1 m above mean sea level
Sea temp depth: 0.5 m below MLLW","Owned and maintained by NOAA's National Ocean Service
Water Level Observation Network
41.807 N 71.401 W (41°48'25"" N 71°24'2"" W)

Site elevation: 2.7 m above mean sea level
Air temp height: 3.2 m above site elevation
Anemometer height: 18.2 m above site elevation
Barometer elevation: 4.1 m above mean sea level
Sea temp depth: 0.5 m below MLLW",True,True,False,realtime2
FPKG1,"Station FPKG1  - 8670870 - Fort Pulaski, GA","NOAA's National Ocean Service
Water Level Observation Network
32.035 N 80.903 W (32°2'5"" N 80°54'11"" W)

Site elevation: 2.9 m above mean sea level
Air temp height: 3.7 m above site elevation
Anemometer height: 6.5 m above site elevation
Barometer elevation: 3.8 m above mean sea level
Sea temp depth: 4.8 m below MLLW","Owned and maintained by NOAA's National Ocean Service
Water Level Observation Network
32.035 N 80.903 W (32°2'5"" N 80°54'11"" W)

Site elevation: 2.9 m above mean sea level
Air temp height: 3.7 m above site elevation
Anemometer height: 6.5 m above site elevation
Barometer elevation: 3.8 m above mean sea level
Sea temp depth: 4.8 m below MLLW",True,True,False,realtime2
FPSN7,"Station FPSN7  - Frying Pan Shoals, NC","National Data Buoy Center
C-MAN Station
DACT payload
33.485 N 77.590 W (33°29'6"" N 77°35'24"" W)

Site elevation: 0 m above mean sea level
Air temp height: 23.2 m above site elevation
Anemometer height: 44.2 m above site elevation
Barometer elevation: 24.1 m above mean sea level","Owned and maintained by National Data Buoy Center
C-MAN Station
DACT payload
33.485 N 77.590 W (33°29'6"" N 77°35'24"" W)

Site elevation: 0 m above mean sea level
Air temp height: 23.2 m above site elevation
Anemometer height: 44.2 m above site elevation
Barometer elevation: 24.1 m above mean sea level",False,False,True,none
FPST2,"Station FPST2  - 8772471 - Freeport SPIP, TX","NOAA's National Ocean Service
Water Level Observation Network
28.936 N 95.294 W (28°56'9"" N 95°17'39"" W)

Site elevation: sea level
Air temp height: 13 m above site elevation
Anemometer height: 15 m above site elevation
Barometer elevation: 13 m above mean sea level","Owned and maintained by NOAA's National Ocean Service
Water Level Observation Network
28.936 N 95.294 W (28°56'9"" N 95°17'39"" W)

Site elevation: sea level
Air temp height: 13 m above site elevation
Anemometer height: 15 m above site elevation
Barometer elevation: 13 m above mean sea level",True,True,False,realtime2
FPTM4,"Station FPTM4  - Fairport, MI","National Weather Service Central Region
GLOS Weather Station
45.619 N 86.660 W (45°37'7"" N 86°39'34"" W)

Site elevation: 184 m above mean sea level
Air temp height: 2.1 m above site elevation
Anemometer height: 10 m above site elevation
Barometer elevation: 185.9 m above mean sea level","Owned and maintained by National Weather Service Central Region
GLOS Weather Station
45.619 N 86.660 W (45°37'7"" N 86°39'34"" W)

Site elevation: 184 m above mean sea level
Air temp height: 2.1 m above site elevation
Anemometer height: 10 m above site elevation
Barometer elevation: 185.9 m above mean sea level",True,True,True,none
FPTT2,"Station FPTT2  - 8772440 - Freeport, TX","NOAA's National Ocean Service
Water Level Observation Network
28.948 N 95.308 W (28°56'54"" N 95°18'30"" W)","Owned and maintained by NOAA's National Ocean Service
Water Level Observation Network
28.948 N 95.308 W (28°56'54"" N 95°18'30"" W)",False,False,True,none
FPXC1,"Station FPXC1  - Fort Point, CA","University of California Davis, Bodega Marine Laboratory
Water Quality Station
37.807 N 122.466 W (37°48'24"" N 122°27'58"" W)","Owned and maintained by University of California Davis, Bodega Marine Laboratory
Water Quality Station
37.807 N 122.466 W (37°48'24"" N 122°27'58"" W)",False,False,True,none
FRCB6,"Station FRCB6  - 2695535 - Bermuda, Ferry Reach Channel, BM","NOAA's National Ocean Service
Water Level Observation Network
32.370 N 64.695 W (32°22'12"" N 64°41'42"" W)

Site elevation: 1.8 m above mean sea level
Air temp height: 3.6 m above site elevation
Barometer elevation: 4.4 m above mean sea level
Sea temp depth: 0.9 m below MLLW","Owned and maintained by NOAA's National Ocean Service
Water Level Observation Network
32.370 N 64.695 W (32°22'12"" N 64°41'42"" W)

Site elevation: 1.8 m above mean sea level
Air temp height: 3.6 m above site elevation
Barometer elevation: 4.4 m above mean sea level
Sea temp depth: 0.9 m below MLLW",True,True,False,realtime2
FRDF1,"Station FRDF1  - 8720030 - Fernandina Beach, FL","NOAA's National Ocean Service
Water Level Observation Network
30.675 N 81.465 W (30°40'31"" N 81°27'54"" W)

Site elevation: 2.2 m above mean sea level
Air temp height: 3.8 m above site elevation
Anemometer height: 6.6 m above site elevation
Barometer elevation: 3.4 m above mean sea level
Sea temp depth: 2.2 m below MLLW","Owned and maintained by NOAA's National Ocean Service
Water Level Observation Network
30.675 N 81.465 W (30°40'31"" N 81°27'54"" W)

Site elevation: 2.2 m above mean sea level
Air temp height: 3.8 m above site elevation
Anemometer height: 6.6 m above site elevation
Barometer elevation: 3.4 m above mean sea level
Sea temp depth: 2.2 m below MLLW",True,True,False,realtime2
FRDP4,"Station FRDP4  - 9753216 - Fajardo, PR",Unknown,No deployment notes found,False,False,True,none
FRDW1,"Station FRDW1  - 9449880 - Friday Harbor, WA","NOAA's National Ocean Service
Water Level Observation Network
48.545 N 123.012 W (48°32'43"" N 123°0'44"" W)

Site elevation: 6.1 m above mean sea level
Air temp height: 7.8 m above site elevation
Anemometer height: 8.5 m above site elevation
Barometer elevation: 4.1 m above mean sea level
Sea temp depth: 1.7 m below MLLW","Owned and maintained by NOAA's National Ocean Service
Water Level Observation Network
48.545 N 123.012 W (48°32'43"" N 123°0'44"" W)

Site elevation: 6.1 m above mean sea level
Air temp height: 7.8 m above site elevation
Anemometer height: 8.5 m above site elevation
Barometer elevation: 4.1 m above mean sea level
Sea temp depth: 1.7 m below MLLW",True,True,False,realtime2
FREL1,"Station FREL1  - 8762484 - Frenier Landing, LA","NOAA's National Ocean Service
Water Level Observation Network
30.106 N 90.422 W (30°6'21"" N 90°25'21"" W)

Site elevation: 4 m above mean sea level
Air temp height: 3 m above site elevation
Anemometer height: 10 m above site elevation
Barometer elevation: 7 m above mean sea level","Owned and maintained by NOAA's National Ocean Service
Water Level Observation Network
30.106 N 90.422 W (30°6'21"" N 90°25'21"" W)

Site elevation: 4 m above mean sea level
Air temp height: 3 m above site elevation
Anemometer height: 10 m above site elevation
Barometer elevation: 7 m above mean sea level",False,False,True,none
FRFN7,"Station FRFN7  - USACE-CHL Field Research Facility, Duck, NC",Unknown,No deployment notes found,False,False,True,none
FRKF1,"Station FRKF1  - Frog Creek, FL",Unknown,No deployment notes found,False,False,True,none
FRMA1,"Station FRMA1  - 8734383 - Fort Morgan, AL","NOAA's National Ocean Service Physical Oceanographic Real Time System Program (PORTS®)
Water Level Observation Network
30.234 N 87.994 W (30°14'4"" N 87°59'37"" W)

Site elevation: 1.629 m above mean sea level
Air temp height: 3.5 m above site elevation
Anemometer height: 7.01 m above site elevation
Barometer elevation: 1.85 m above mean sea level","Owned and maintained by NOAA's National Ocean Service Physical Oceanographic Real Time System Program (PORTS®)
Water Level Observation Network
30.234 N 87.994 W (30°14'4"" N 87°59'37"" W)

Site elevation: 1.629 m above mean sea level
Air temp height: 3.5 m above site elevation
Anemometer height: 7.01 m above site elevation
Barometer elevation: 1.85 m above mean sea level",True,True,False,realtime2
FRPS1,"Station FRPS1  - 8668498 - Fripps Inlet, SC","NOAA's National Ocean Service
Water Level Observation Network
32.340 N 80.460 W (32°20'24"" N 80°27'36"" W)","Owned and maintained by NOAA's National Ocean Service
Water Level Observation Network
32.340 N 80.460 W (32°20'24"" N 80°27'36"" W)",False,False,True,none
FRVM3,"Station FRVM3  - 8447386 - Fall River, MA","NOAA's National Ocean Service Physical Oceanographic Real Time System Program (PORTS®)
Water Level Observation Network
41.704 N 71.164 W (41°42'15"" N 71°9'50"" W)

Site elevation: 2.3 m above mean sea level
Air temp height: 3.7 m above site elevation
Barometer elevation: 3.9 m above mean sea level
Sea temp depth: 0.6 m below MLLW","Owned and maintained by NOAA's National Ocean Service Physical Oceanographic Real Time System Program (PORTS®)
Water Level Observation Network
41.704 N 71.164 W (41°42'15"" N 71°9'50"" W)

Site elevation: 2.3 m above mean sea level
Air temp height: 3.7 m above site elevation
Barometer elevation: 3.9 m above mean sea level
Sea temp depth: 0.6 m below MLLW",True,True,False,realtime2
FRWL1,"Station FRWL1  - 8766072 - Freshwater Canal Locks, LA","NOAA's National Ocean Service
Water Level Observation Network
29.552 N 92.305 W (29°33'6"" N 92°18'19"" W)

Site elevation: 2.1 m above mean sea level
Air temp height: 16.6 m above site elevation
Anemometer height: 17.4 m above site elevation
Barometer elevation: 7.7 m above mean sea level
Sea temp depth: 3 m below MLLW","Owned and maintained by NOAA's National Ocean Service
Water Level Observation Network
29.552 N 92.305 W (29°33'6"" N 92°18'19"" W)

Site elevation: 2.1 m above mean sea level
Air temp height: 16.6 m above site elevation
Anemometer height: 17.4 m above site elevation
Barometer elevation: 7.7 m above mean sea level
Sea temp depth: 3 m below MLLW",True,True,False,realtime2
FRXM3,"Station FRXM3  - 8447412 - Fall River Visibility, MA","NOAA's National Ocean Service Physical Oceanographic Real Time System Program (PORTS®)
Water Level Observation Network
41.696 N 71.180 W (41°41'46"" N 71°10'48"" W)

Site elevation: 2.1 m above mean sea level
Air temp height: 2.5 m above site elevation","Owned and maintained by NOAA's National Ocean Service Physical Oceanographic Real Time System Program (PORTS®)
Water Level Observation Network
41.696 N 71.180 W (41°41'46"" N 71°10'48"" W)

Site elevation: 2.1 m above mean sea level
Air temp height: 2.5 m above site elevation",True,True,False,realtime2
FSKM2,"Station FSKM2  - 8574728 - Francis Scott Key Bridge, MD","NOAA's National Ocean Service Physical Oceanographic Real Time System Program (PORTS®)
Water Level Observation Network
39.219 N 76.528 W (39°13'9"" N 76°31'41"" W)

Site elevation: 4.4 m above mean sea level
Air temp height: 6.1 m above site elevation
Anemometer height: 6.6 m above site elevation
Barometer elevation: 7.4 m above mean sea level","Owned and maintained by NOAA's National Ocean Service Physical Oceanographic Real Time System Program (PORTS®)
Water Level Observation Network
39.219 N 76.528 W (39°13'9"" N 76°31'41"" W)

Site elevation: 4.4 m above mean sea level
Air temp height: 6.1 m above site elevation
Anemometer height: 6.6 m above site elevation
Barometer elevation: 7.4 m above mean sea level",True,True,False,realtime2
FSNM2,"Station FSNM2  - 8574729 - Francis Scott Key Bridge NE Tower, MD","NOAA's National Ocean Service Physical Oceanographic Real Time System Program (PORTS®)
Water Level Observation Network
39.219 N 76.525 W (39°13'10"" N 76°31'30"" W)

Site elevation: sea level
Air temp height: 40 m above site elevation
Anemometer height: 42 m above site elevation
Barometer elevation: 40 m above mean sea level","Owned and maintained by NOAA's National Ocean Service Physical Oceanographic Real Time System Program (PORTS®)
Water Level Observation Network
39.219 N 76.525 W (39°13'10"" N 76°31'30"" W)

Site elevation: sea level
Air temp height: 40 m above site elevation
Anemometer height: 42 m above site elevation
Barometer elevation: 40 m above mean sea level",False,False,True,none
FSTI2,"Station FSTI2  - Foster Ave., Chicago, IL","Chicago Park District
C-MAN Station
41.976 N 87.648 W (41°58'35"" N 87°38'51"" W)

Site elevation: 179 m above mean sea level","Owned and maintained by Chicago Park District
C-MAN Station
41.976 N 87.648 W (41°58'35"" N 87°38'51"" W)

Site elevation: 179 m above mean sea level",False,False,True,none
FTGM4,"Station FTGM4  - 9014098 - Fort Gratiot, MI","NOAA's National Ocean Service
Water Level Observation Network
43.007 N 82.422 W (43°0'24"" N 82°25'21"" W)

Site elevation: 178.9 m above mean sea level
Air temp height: 3.6 m above site elevation
Anemometer height: 27.2 m above site elevation
Barometer elevation: 180.5 m above mean sea level","Owned and maintained by NOAA's National Ocean Service
Water Level Observation Network
43.007 N 82.422 W (43°0'24"" N 82°25'21"" W)

Site elevation: 178.9 m above mean sea level
Air temp height: 3.6 m above site elevation
Anemometer height: 27.2 m above site elevation
Barometer elevation: 180.5 m above mean sea level",True,True,False,realtime2
FTPC1,"Station FTPC1  - 9414290 - San Francisco, CA","NOAA's National Ocean Service
Water Level Observation Network
37.806 N 122.466 W (37°48'23"" N 122°27'57"" W)

Site elevation: 2.7 m above mean sea level
Air temp height: 6.4 m above site elevation
Anemometer height: 7.4 m above site elevation
Barometer elevation: 4.7 m above mean sea level
Sea temp depth: 1.2 m below MLLW","Owned and maintained by NOAA's National Ocean Service
Water Level Observation Network
37.806 N 122.466 W (37°48'23"" N 122°27'57"" W)

Site elevation: 2.7 m above mean sea level
Air temp height: 6.4 m above site elevation
Anemometer height: 7.4 m above site elevation
Barometer elevation: 4.7 m above mean sea level
Sea temp depth: 1.2 m below MLLW",True,True,False,realtime2
FWIC3,"Station FWIC3  - Fayerweather Island, CT","Sound Science Real Research in Real Time
Long Island Ferry
41.150 N 73.172 W (41°9'0"" N 73°10'19"" W)

Site elevation: sea level
Anemometer height: 16 m above site elevation","Owned and maintained by Sound Science Real Research in Real Time
Long Island Ferry
41.150 N 73.172 W (41°9'0"" N 73°10'19"" W)

Site elevation: sea level
Anemometer height: 16 m above site elevation",False,False,True,none
FWYF1,"Station FWYF1  - Fowey Rock, FL","National Data Buoy Center
C-MAN Station
MARS payload
25.591 N 80.097 W (25°35'26"" N 80°5'48"" W)

Site elevation: 0 m above mean sea level
Air temp height: 11 m above site elevation
Anemometer height: 43.9 m above site elevation
Barometer elevation: 29.3 m above mean sea level
Sea temp depth: 1 m below MLLW","Owned and maintained by National Data Buoy Center
C-MAN Station
MARS payload
25.591 N 80.097 W (25°35'26"" N 80°5'48"" W)

Site elevation: 0 m above mean sea level
Air temp height: 11 m above site elevation
Anemometer height: 43.9 m above site elevation
Barometer elevation: 29.3 m above mean sea level
Sea temp depth: 1 m below MLLW",False,False,True,none
GBCL1,Station GBCL1  - Garden Banks,"National Data Buoy Center
C-MAN Station
27.800 N 93.100 W (27°48'0"" N 93°6'0"" W)","Owned and maintained by National Data Buoy Center
C-MAN Station
27.800 N 93.100 W (27°48'0"" N 93°6'0"" W)",False,False,True,none
GBCM6,"Station GBCM6  - Bayou Cumbest, Grand Bay Reserve, MS","National Estuarine Research Reserve System
Water Quality Station
30.384 N 88.436 W (30°23'1"" N 88°26'11"" W)","Owned and maintained by National Estuarine Research Reserve System
Water Quality Station
30.384 N 88.436 W (30°23'1"" N 88°26'11"" W)",False,False,False,none
GBHM6,"Station GBHM6  - Bayou Heron, Grand Bay Reserve, MS","National Estuarine Research Reserve System
NERRS Water Quality Station
30.418 N 88.405 W (30°25'4"" N 88°24'19"" W)","Owned and maintained by National Estuarine Research Reserve System
NERRS Water Quality Station
30.418 N 88.405 W (30°25'4"" N 88°24'19"" W)",False,False,True,none
GBIF1,"Station GBIF1  - Gunboat Island, FL","Everglades National Park
Water Quality Station
25.378 N 81.029 W (25°22'41"" N 81°1'46"" W)

Site elevation: sea level
Sea temp depth: 1.5 m below MLLW","Owned and maintained by Everglades National Park
Water Quality Station
25.378 N 81.029 W (25°22'41"" N 81°1'46"" W)

Site elevation: sea level
Sea temp depth: 1.5 m below MLLW",True,True,False,realtime2
GBLW3,"Station GBLW3  - Green Bay Entrance Light, WI","National Weather Service Central Region
Weather Station
44.653 N 87.901 W (44°39'11"" N 87°54'4"" W)

Site elevation: 176 m above mean sea level
Air temp height: 25 m above site elevation
Anemometer height: 25 m above site elevation","Owned and maintained by National Weather Service Central Region
Weather Station
44.653 N 87.901 W (44°39'11"" N 87°54'4"" W)

Site elevation: 176 m above mean sea level
Air temp height: 25 m above site elevation
Anemometer height: 25 m above site elevation",False,False,True,none
GBQN3,"Station GBQN3  - Lamprey River, Great Bay Reserve, NH","National Estuarine Research Reserve System
NERRS Water Quality Station
43.080 N 70.934 W (43°4'48"" N 70°56'4"" W)","Owned and maintained by National Estuarine Research Reserve System
NERRS Water Quality Station
43.080 N 70.934 W (43°4'48"" N 70°56'4"" W)",False,False,True,none
GBRM6,"Station GBRM6  - Grand Bay NERR, Mississippi Sound, MS","National Estuarine Research Reserve System
NERRS Weather Station
30.413 N 88.403 W (30°24'47"" N 88°24'10"" W)

Sea temp depth: 0.3 m below MLLW","Owned and maintained by National Estuarine Research Reserve System
NERRS Weather Station
30.413 N 88.403 W (30°24'47"" N 88°24'10"" W)

Sea temp depth: 0.3 m below MLLW",False,False,True,none
GBTF1,"Station GBTF1  - Garfield Bight, FL","Everglades National Park
Water Quality Station
25.167 N 80.801 W (25°10'2"" N 80°48'5"" W)

Site elevation: sea level
Sea temp depth: 1.5 m below MLLW","Owned and maintained by Everglades National Park
Water Quality Station
25.167 N 80.801 W (25°10'2"" N 80°48'5"" W)

Site elevation: sea level
Sea temp depth: 1.5 m below MLLW",True,True,False,realtime2
GBWW3,"Station GBWW3  - 9087077 - Green Bay West, WI","NOAA's National Ocean Service
Water Level Observation Network
44.538 N 88.003 W (44°32'18"" N 88°0'12"" W)

Site elevation: 177 m above mean sea level
Air temp height: 2.8 m above site elevation
Anemometer height: 5 m above site elevation
Barometer elevation: 180.5 m above mean sea level","Owned and maintained by NOAA's National Ocean Service
Water Level Observation Network
44.538 N 88.003 W (44°32'18"" N 88°0'12"" W)

Site elevation: 177 m above mean sea level
Air temp height: 2.8 m above site elevation
Anemometer height: 5 m above site elevation
Barometer elevation: 180.5 m above mean sea level",True,True,False,realtime2
GBXA2,"Station GBXA2  - Gambell, AK","Marine Exchange of Alaska
C-MAN Station
63.777 N 171.715 W (63°46'37"" N 171°42'55"" W)

Site elevation: 10 m above mean sea level
Air temp height: 10 m above site elevation
Anemometer height: 10 m above site elevation
Barometer elevation: 20 m above mean sea level","Owned and maintained by Marine Exchange of Alaska
C-MAN Station
63.777 N 171.715 W (63°46'37"" N 171°42'55"" W)

Site elevation: 10 m above mean sea level
Air temp height: 10 m above site elevation
Anemometer height: 10 m above site elevation
Barometer elevation: 20 m above mean sea level",True,True,False,realtime2
GCTF1,"Station GCTF1  - 8726524 - Gadsden Cut, Tampa Bay, FL","NOAA's National Ocean Service Physical Oceanographic Real Time System Program (PORTS®)
Water Level Observation Network
27.774 N 82.517 W (27°46'25"" N 82°31'1"" W)

Site elevation: sea level
Air temp height: 6.7 m above site elevation
Barometer elevation: 6.4 m above mean sea level","Owned and maintained by NOAA's National Ocean Service Physical Oceanographic Real Time System Program (PORTS®)
Water Level Observation Network
27.774 N 82.517 W (27°46'25"" N 82°31'1"" W)

Site elevation: sea level
Air temp height: 6.7 m above site elevation
Barometer elevation: 6.4 m above mean sea level",False,False,True,none
GCVF1,"Station GCVF1  - 8720503 - Red Bay Point, St. Johns River, FL","NOAA's National Ocean Service
Water Level Observation Network
29.982 N 81.634 W (29°58'54"" N 81°38'3"" W)

Site elevation: 1.4 m above mean sea level
Air temp height: 3.3 m above site elevation
Anemometer height: 8.5 m above site elevation
Barometer elevation: 2.9 m above mean sea level","Owned and maintained by NOAA's National Ocean Service
Water Level Observation Network
29.982 N 81.634 W (29°58'54"" N 81°38'3"" W)

Site elevation: 1.4 m above mean sea level
Air temp height: 3.3 m above site elevation
Anemometer height: 8.5 m above site elevation
Barometer elevation: 2.9 m above mean sea level",False,False,True,none
GDIL1,"Station GDIL1  - Grand Isle, LA","National Data Buoy Center
C-MAN Station
MARS payload
29.267 N 89.957 W (29°16'0"" N 89°57'24"" W)

Site elevation: 1.8 m above mean sea level
Air temp height: 15.2 m above site elevation
Anemometer height: 15.8 m above site elevation
Barometer elevation: 9.1 m above mean sea level","Owned and maintained by National Data Buoy Center
C-MAN Station
MARS payload
29.267 N 89.957 W (29°16'0"" N 89°57'24"" W)

Site elevation: 1.8 m above mean sea level
Air temp height: 15.2 m above site elevation
Anemometer height: 15.8 m above site elevation
Barometer elevation: 9.1 m above mean sea level",False,False,True,none
GDIV2,Station GDIV2  - Goodwin Island Met Station,Unknown,No deployment notes found,False,False,True,none
GDMM5,"Station GDMM5  - 9099090 - Grand Marais, MN","NOAA's National Ocean Service
Water Level Observation Network
47.749 N 90.341 W (47°44'55"" N 90°20'28"" W)

Site elevation: 185.2 m above mean sea level
Air temp height: 3.6 m above site elevation
Barometer elevation: 186.8 m above mean sea level","Owned and maintained by NOAA's National Ocean Service
Water Level Observation Network
47.749 N 90.341 W (47°44'55"" N 90°20'28"" W)

Site elevation: 185.2 m above mean sea level
Air temp height: 3.6 m above site elevation
Barometer elevation: 186.8 m above mean sea level",True,True,False,realtime2
GDQM6,"Station GDQM6  - Bangs Lake, Grand Bay Reserve, MS","National Estuarine Research Reserve System
NERRS Water Quality Station
30.357 N 88.463 W (30°21'26"" N 88°27'47"" W)","Owned and maintained by National Estuarine Research Reserve System
NERRS Water Quality Station
30.357 N 88.463 W (30°21'26"" N 88°27'47"" W)",False,False,False,none
GDWV2,"Station GDWV2  - Goodwin Island, Chesapeake Bay Reserve, VA","National Estuarine Research Reserve System
NERRS Water Quality Station
37.216 N 76.393 W (37°12'57"" N 76°23'33"" W)","Owned and maintained by National Estuarine Research Reserve System
NERRS Water Quality Station
37.216 N 76.393 W (37°12'57"" N 76°23'33"" W)",False,False,True,none
