owner,preferred_data_source,station_count
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
25.200 N 87.000 W (25°12'0"" N 87°0'0"" W)",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
25.799 N 89.291 W (25°47'57"" N 89°17'28"" W)

Site elevation: sea level
Water depth: 3234 m
Watch circle radius: 2254 yards",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
28.910 N 134.999 E (28°54'36"" N 134°59'55"" E)

Water depth: 4877 m
Watch circle radius: 3667 yards",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
30.492 N 152.085 E (30°29'31"" N 152°5'6"" E)

Site elevation: sea level
Water depth: 5867 m",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
32.400 N 120.582 W (32°24'0"" N 120°34'54"" W)

Water depth: 3751 m",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
33.000 N 72.660 W (33°0'0"" N 72°39'36"" W)

Water depth: 5250 m",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
33.109 S 173.155 W (33°6'31"" S 173°9'18"" W)

Water depth: 5796 m",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
37.592 N 50.030 W (37°35'30"" N 50°1'48"" W)

Site elevation: sea level
Water depth: 5494 m",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
38.730 N 148.800 E (38°43'48"" N 148°48'0"" E)

Site elevation: sea level
Water depth: 5664 m
Watch circle radius: 4034 yards",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
39.314 N 70.717 W (39°18'52"" N 70°43'1"" W)

Site elevation: sea level
Water depth: 2669 m
Watch circle radius: 1959 yards",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
39.337 N 127.040 W (39°20'13"" N 127°2'24"" W)

Water depth: 4330 m
Watch circle radius: 3069 yards",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
4.037 N 145.620 E (4°2'14"" N 145°37'12"" E)

Site elevation: sea level
Water depth: 4542 m
Watch circle radius: 3098 yards",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
4.979 N 90.793 W (4°58'46"" N 90°47'33"" W)

Site elevation: sea level
Water depth: 3262 m",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
42.713 N 128.887 W (42°42'48"" N 128°53'12"" W)

Water depth: 3310 m
Watch circle radius: 2151 yards",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
43.192 N 157.142 E (43°11'30"" N 157°8'30"" E)

Site elevation: sea level
Water depth: 5516 m",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
44.401 N 155.653 E (44°24'4"" N 155°39'12"" E)

Water depth: 5325 m",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
45.870 N 128.756 W (45°52'11"" N 128°45'20"" W)

Site elevation: sea level
Water depth: 2767 m
Watch circle radius: 1904 yards",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
48.045 N 173.897 W (48°2'42"" N 173°53'49"" W)

Water depth: 5618 m",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
48.120 N 163.430 E (48°7'12"" N 163°25'48"" E)

Site elevation: sea level
Water depth: 5812 m
Watch circle radius: 4066 yards",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
48.970 N 178.165 E (48°58'12"" N 178°9'54"" E)

Water depth: 5200 m
Watch circle radius: 3942 yards",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
49.677 N 169.825 W (49°40'36"" N 169°49'30"" W)

Water depth: 5340 m
Watch circle radius: 3788 yards",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
50.120 N 171.867 E (50°7'12"" N 171°52'1"" E)

Water depth: 4775 m
Watch circle radius: 5280 yards",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
50.913 N 164.147 W (50°54'48"" N 164°8'48"" W)

Water depth: 4745 m
Watch circle radius: 3532 yards",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
53.035 N 139.884 W (53°2'6"" N 139°53'4"" W)

Site elevation: sea level
Water depth: 3607 m
Watch circle radius: 2474 yards",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
55.338 N 148.575 W (55°20'15"" N 148°34'30"" W)

Water depth: 4226 m
Watch circle radius: 3155 yards",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
7.430 S 93.480 W (7°25'48"" S 93°28'48"" W)",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
7.432 S 93.464 W (7°25'56"" S 93°27'49"" W)

Water depth: 3996 m
Watch circle radius: 1891 yards",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
8.480 S 125.027 W (8°28'49"" S 125°1'36"" W)

Water depth: 4450 m",none,1
"National Data Buoy Center
2.6-meter discus buoy
DART II payload
9.511 S 176.258 W (9°30'41"" S 176°15'28"" W)

Water depth: 4998 m
Watch circle radius: 5280 yards",none,1
"National Data Buoy Center
3-meter discus buoy
34.207 N 76.949 W (34°12'25"" N 76°56'56"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
AMPS payload
23.558 N 153.900 W (23°33'30"" N 153°54'0"" W)

Site elevation: sea level
Air temp height: 4 m above site elevation
Anemometer height: 5 m above site elevation
Barometer elevation: sea level
Sea temp depth: 0.6 m below water line
Water depth: 4754.9 m
Watch circle radius: 4275 yards",none,1
"National Data Buoy Center
3-meter discus buoy
AMPS payload
30.042 N 80.534 W (30°2'32"" N 80°32'1"" W)

Site elevation: sea level
Air temp height: 4 m above site elevation
Anemometer height: 5 m above site elevation
Barometer elevation: sea level
Sea temp depth: 0.6 m below water line
Water depth: 38.1 m
Watch circle radius: 94.4 yards",none,1
"National Data Buoy Center
3-meter discus buoy
ARES 4.4 payload
0.000 N 153.913 W (0°0'1"" N 153°54'46"" W)

Site elevation: sea level
Air temp height: 4 m above site elevation
Anemometer height: 5 m above site elevation
Barometer elevation: sea level
Sea temp depth: 0.6 m below water line
Water depth: 4747 m
Watch circle radius: 4614 yards",none,1
"National Data Buoy Center
3-meter discus buoy
ARES 4.4 payload
30.090 N 88.769 W (30°5'25"" N 88°46'7"" W)

Site elevation: sea level
Air temp height: 4 m above site elevation
Anemometer height: 5 m above site elevation
Barometer elevation: sea level
Sea temp depth: 0.6 m below water line
Water depth: 14.9 m
Watch circle radius: 44 yards",none,1
"National Data Buoy Center
3-meter discus buoy
ARES 4.4 payload
34.273 N 120.699 W (34°16'21"" N 120°41'55"" W)

Site elevation: sea level
Air temp height: 4 m above site elevation
Anemometer height: 5 m above site elevation
Barometer elevation: sea level
Sea temp depth: 0.6 m below water line
Water depth: 632 m
Watch circle radius: 980 yards",none,1
"National Data Buoy Center
3-meter discus buoy
ARES payload
27.421 N 92.555 W (27°25'15"" N 92°33'17"" W)

Water depth: 1152 m
Watch circle radius: 1178 yards",none,1
"National Data Buoy Center
3-meter discus buoy
ARES payload
34.476 N 77.280 W (34°28'34"" N 77°16'47"" W)

Site elevation: sea level
Air temp height: 4 m above site elevation
Anemometer height: 5 m above site elevation
Barometer elevation: sea level
Sea temp depth: 0.6 m below water line
Water depth: 9.7 m
Watch circle radius: 117 yards",none,1
"National Data Buoy Center
3-meter discus buoy
ARES payload
35.101 N 121.010 W (35°6'3"" N 121°0'36"" W)

Site elevation: sea level
Air temp height: 10 m above site elevation
Anemometer height: 10 m above site elevation
Barometer elevation: sea level
Water depth: 378.9 m
Watch circle radius: 351 yards",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
13.729 N 144.668 W (13°43'46"" N 144°40'4"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
15.000 N 75.000 W (15°0'0"" N 75°0'0"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
18.000 S 85.100 W (18°0'0"" S 85°5'59"" W)

Site elevation: sea level
Air temp height: 4 m above site elevation
Anemometer height: 5 m above site elevation
Barometer elevation: sea level
Sea temp depth: 0.6 m below water line",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
20.400 N 156.100 W (20°23'60"" N 156°5'60"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
20.400 N 157.100 W (20°23'60"" N 157°5'60"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
21.350 N 156.930 W (21°21'0"" N 156°55'48"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
27.900 N 90.900 W (27°53'60"" N 90°54'0"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
30.000 N 88.200 W (30°0'0"" N 88°12'0"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
30.100 N 88.200 W (30°6'0"" N 88°12'0"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
30.200 N 88.100 W (30°11'60"" N 88°5'60"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
33.840 N 118.450 W (33°50'24"" N 118°27'0"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
34.200 N 76.500 W (34°12'0"" N 76°30'0"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
34.480 N 120.690 W (34°28'48"" N 120°41'24"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
35.400 N 75.100 W (35°23'60"" N 75°5'60"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
35.400 N 75.300 W (35°23'60"" N 75°17'60"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
36.000 N 73.500 W (36°0'0"" N 73°30'0"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
37.500 N 73.400 W (37°30'0"" N 73°24'0"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
37.500 N 74.400 W (37°30'0"" N 74°24'0"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
41.600 N 82.000 W (41°36'0"" N 82°0'0"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
44.800 N 124.300 W (44°47'60"" N 124°17'60"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
48.300 N 133.800 W (48°17'60"" N 133°48'0"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
67.582 N 164.185 W (67°34'54"" N 164°11'6"" W)

Water depth: 17.3 m
Watch circle radius: 255 yards",none,1
"National Data Buoy Center
3-meter discus buoy
DACT payload
9.900 S 105.200 W (9°54'0"" S 105°12'0"" W)

Site elevation: sea level
Air temp height: 4 m above site elevation
Anemometer height: 5 m above site elevation
Barometer elevation: sea level
Sea temp depth: 0.6 m below water line",none,1
"National Data Buoy Center
3-meter discus buoy
GSBP payload
36.300 N 75.400 W (36°17'60"" N 75°24'0"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
GSBP payload
36.900 N 75.700 W (36°53'59"" N 75°41'59"" W)

Water depth: 20 m",none,1
"National Data Buoy Center
3-meter discus buoy
MARS payload
27.504 N 90.462 W (27°30'14"" N 90°27'44"" W)

Site elevation: sea level
Air temp height: 4 m above site elevation
Anemometer height: 5 m above site elevation
Barometer elevation: sea level
Water depth: 1435.6 m
Watch circle radius: 1500 yards",none,1
"National Data Buoy Center
3-meter discus buoy
MARS payload
29.880 N 88.320 W (29°52'48"" N 88°19'12"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
14.453 N 46.327 W (14°27'12"" N 46°19'36"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 3450 m
Watch circle radius: 3487 yards",none,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
14.536 N 53.136 W (14°32'9"" N 53°8'11"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 4988 m
Watch circle radius: 5016 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
16.975 N 81.578 W (16°58'30"" N 81°34'41"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 412 m
Watch circle radius: 557 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
21.582 N 58.630 W (21°34'57"" N 58°37'48"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 5419 m
Watch circle radius: 5441 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
26.970 N 96.679 W (26°58'11"" N 96°40'45"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 86 m
Watch circle radius: 151 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
28.500 N 84.505 W (28°30'0"" N 84°30'18"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 53.3 m
Watch circle radius: 130 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
28.508 N 80.185 W (28°30'27"" N 80°11'6"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 42 m
Watch circle radius: 115 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
28.878 N 78.467 W (28°52'41"" N 78°28'0"" W)

Site elevation: sea level
Air temp height: 3.7 m above site elevation
Anemometer height: 4.1 m above site elevation
Barometer elevation: 2.7 m above mean sea level
Sea temp depth: 1.5 m below water line
Water depth: 888 m
Watch circle radius: 1317 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
30.060 N 87.548 W (30°3'36"" N 87°32'54"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 23.5 m
Watch circle radius: 74 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
31.400 N 80.866 W (31°24'0"" N 80°51'59"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 16 m
Watch circle radius: 69 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
33.441 N 77.764 W (33°26'28"" N 77°45'50"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 33 m
Watch circle radius: 78 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
38.087 N 129.915 W (38°5'14"" N 129°54'53"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 4620 m
Watch circle radius: 4706 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
38.460 N 74.692 W (38°27'35"" N 74°41'31"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 24 m
Watch circle radius: 70 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
40.500 N 69.254 W (40°29'59"" N 69°15'14"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 73 m
Watch circle radius: 135 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
40.764 N 137.377 W (40°45'52"" N 137°22'37"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 4347 m
Watch circle radius: 4530 yards",none,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
43.201 N 69.127 W (43°12'2"" N 69°7'37"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 176.8 m
Watch circle radius: 306 yards",none,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
43.525 N 70.140 W (43°31'30"" N 70°8'25"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 49 m
Watch circle radius: 89 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
48.332 N 123.179 W (48°19'56"" N 123°10'44"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 115.5 m
Watch circle radius: 161 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
48.493 N 124.727 W (48°29'36"" N 124°43'38"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 262.4 m
Watch circle radius: 212 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
51.645 N 172.145 W (51°38'42"" N 172°8'42"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 3589 m
Watch circle radius: 3629 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
52.775 N 155.017 W (52°46'30"" N 155°1'0"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 4450 m
Watch circle radius: 4520 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
55.008 N 172.012 W (55°0'28"" N 172°0'42"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 3471 m
Watch circle radius: 3568 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
55.050 N 175.261 E (55°3'0"" N 175°15'41"" E)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 3871 m
Watch circle radius: 3860 yards",none,1
"National Data Buoy Center
3-meter discus buoy
SCOOP payload
58.273 N 138.028 W (58°16'24"" N 138°1'42"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 131 m
Watch circle radius: 194 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy
VEEP payload
31.890 N 80.860 W (31°53'24"" N 80°51'36"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
VEEP payload
31.920 N 80.850 W (31°55'12"" N 80°50'60"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
VEEP payload
31.920 N 80.930 W (31°55'12"" N 80°55'48"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
VEEP payload
36.400 N 75.200 W (36°23'60"" N 75°12'0"" W)",none,1
"National Data Buoy Center
3-meter discus buoy
VEEP payload
40.423 N 124.525 W (40°25'22"" N 124°31'31"" W)

Water depth: 82.3 m
Watch circle radius: 107 yards",none,1
"National Data Buoy Center
3-meter discus buoy
VEEP payload
43.020 N 86.270 W (43°1'12"" N 86°16'12"" W)",none,1
"National Data Buoy Center
3-meter discus buoy w/ seal cage
ARES payload
60.802 N 148.283 W (60°48'8"" N 148°16'59"" W)

Site elevation: sea level
Air temp height: 4.4 m above site elevation
Anemometer height: 4.9 m above site elevation
Barometer elevation: 0.3 m above mean sea level
Sea temp depth: 0.6 m below water line
Water depth: 327 m
Watch circle radius: 556 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
33.677 N 120.213 W (33°40'38"" N 120°12'46"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 977.8 m
Watch circle radius: 945 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
33.755 N 119.045 W (33°45'19"" N 119°2'42"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 890 m
Watch circle radius: 1291 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
34.274 N 120.468 W (34°16'26"" N 120°28'5"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 454 m
Watch circle radius: 777 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
34.937 N 120.999 W (34°56'14"" N 120°59'58"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 416 m
Watch circle radius: 743 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
37.356 N 122.881 W (37°21'20"" N 122°52'51"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 208.8 m
Watch circle radius: 262 yards",none,1
"National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
38.235 N 123.317 W (38°14'5"" N 123°19'1"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 127 m
Watch circle radius: 167 yards",none,1
"National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
39.225 N 123.980 W (39°13'29"" N 123°58'47"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 335 m
Watch circle radius: 588 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
41.840 N 124.382 W (41°50'24"" N 124°22'54"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 60 m
Watch circle radius: 136 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
42.662 N 130.507 W (42°39'43"" N 130°30'25"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 3478 m
Watch circle radius: 3586 yards",none,1
"National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
42.754 N 124.839 W (42°45'13"" N 124°50'19"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 446 m
Watch circle radius: 796 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
45.928 N 125.815 W (45°55'42"" N 125°48'54"" W)

Air temp height: 3.7 m above site elevation
Anemometer height: 4.1 m above site elevation
Barometer elevation: 2.7 m above mean sea level
Sea temp depth: 1.5 m below water line
Water depth: 2360 m
Watch circle radius: 2407 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
46.143 N 131.090 W (46°8'36"" N 131°5'24"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 2821 m
Watch circle radius: 2938 yards",none,1
"National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
47.352 N 124.739 W (47°21'9"" N 124°44'22"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 131 m
Watch circle radius: 167 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
51.040 N 179.764 E (51°2'24"" N 179°45'50"" E)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 3967 m
Watch circle radius: 4155 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
53.969 N 160.794 W (53°58'8"" N 160°47'38"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 2318 m
Watch circle radius: 2549 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
55.561 N 152.599 W (55°33'38"" N 152°35'56"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 5361 m
Watch circle radius: 5515 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
56.614 N 136.040 W (56°36'51"" N 136°2'24"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 1149 m
Watch circle radius: 1212 yards",realtime2,1
"National Data Buoy Center
3-meter discus buoy w/ seal cage
SCOOP payload
57.869 N 154.211 W (57°52'7"" N 154°12'40"" W)

Site elevation: sea level
Air temp height: 3.4 m above site elevation
Anemometer height: 3.8 m above site elevation
Barometer elevation: 2.4 m above mean sea level
Sea temp depth: 2 m below water line
Water depth: 200 m
Watch circle radius: 350 yards",realtime2,1
